meals_future_data_june_18_24_25.flight_number,meals_future_data_june_18_24_25.flight_boarding_pt,meals_future_data_june_18_24_25.flight_boarding_time,meals_future_data_june_18_24_25.destination,meals_future_data_june_18_24_25.menu_cycle,meals_future_data_june_18_24_25.itemcategory,meals_future_data_june_18_24_25.adults,meals_future_data_june_18_24_25.children,meals_future_data_june_18_24_25.elders,meals_future_data_june_18_24_25.middle aged,meals_future_data_june_18_24_25.teenagers,meals_future_data_june_18_24_25.unknown,meals_future_data_june_18_24_25.c,meals_future_data_june_18_24_25.f,meals_future_data_june_18_24_25.m,meals_future_data_june_18_24_25.unknown column,meals_future_data_june_18_24_25.africa,meals_future_data_june_18_24_25.americas,meals_future_data_june_18_24_25.asia,meals_future_data_june_18_24_25.europe,meals_future_data_june_18_24_25.oceania,meals_future_data_june_18_24_25.unknown country region,meals_future_data_june_18_24_25.unknown cuisine,meals_future_data_june_18_24_25.asian,meals_future_data_june_18_24_25.asian / japanese,meals_future_data_june_18_24_25.continental / european,meals_future_data_june_18_24_25.indian,meals_future_data_june_18_24_25.middle eastern,meals_future_data_june_18_24_25.middle eastern / gulf,meals_future_data_june_18_24_25.flight_boarding_time_conv,meals_future_data_june_18_24_25.year,meals_future_data_june_18_24_25.month,meals_future_data_june_18_24_25.quarter,meals_future_data_june_18_24_25.week,meals_future_data_june_18_24_25.day,meals_future_data_june_18_24_25.meal,meals_future_data_june_18_24_25.dishsubcategory,meals_future_data_june_18_24_25.pax_count
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,0,0,0,0,0,0,1,55:00.0,2018,7,3,26,1,1,Seafood,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,1,0,0,0,0,0,0,55:00.0,2018,7,3,26,1,1,Red Meat,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,0,0,0,0,1,0,0,55:00.0,2018,7,3,26,1,1,Poultry,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,1,0,0,0,0,0,0,55:00.0,2018,7,3,26,1,1,Poultry,68
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Red Meat,74
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Seafood,74
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Poultry,74
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Poultry,87
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Red Meat,87
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Seafood,87
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Seafood,51
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Red Meat,51
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Poultry,51
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Red Meat,98
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Poultry,98
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Seafood,98
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Red Meat,72
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Poultry,72
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Seafood,72
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,0,0,0,1,0,0,0,35:00.0,2018,6,2,26,30,1,Seafood,76
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Poultry,76
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Red Meat,76
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,0,0,0,1,0,0,0,40:00.0,2018,7,3,26,1,1,Poultry,59
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Seafood,59
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Red Meat,59
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,1,0,0,0,0,0,0,00:00.0,2018,6,2,26,28,1,Red Meat,102
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,28,1,Poultry,102
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,28,1,Seafood,102
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,25,1,Red Meat,68
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Seafood,68
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Poultry,68
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Seafood,96
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Red Meat,96
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Poultry,96
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Red Meat,80
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Seafood,80
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Poultry,80
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Poultry,86
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Red Meat,86
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Seafood,86
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Poultry,40
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Seafood,40
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,30,1,Red Meat,40
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Poultry,92
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Red Meat,92
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Seafood,92
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Red Meat,54
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Seafood,54
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Poultry,54
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,28,1,Red Meat,101
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,0,0,0,1,0,0,0,30:00.0,2018,6,2,26,28,1,Poultry,101
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,28,1,Pasta or Vegetarian,101
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Poultry,83
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Red Meat,83
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Seafood,83
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Poultry,31
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,27,1,Red Meat,31
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Seafood,31
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Poultry,94
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Seafood,94
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Red Meat,94
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Seafood,89
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Red Meat,89
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Poultry,89
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,19,27,,9,2,33,50,,5,,31,27,12,10,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Poultry,84
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,19,27,,9,2,33,50,,5,,31,27,12,10,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Seafood,84
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,19,27,,9,2,33,50,,5,,31,27,12,10,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Red Meat,84
202,JFK,2.01806E+11,KDX,C,Lunch,12,7,9,40,5,1,7,28,39,,4,18,42,6,,4,0,0,0,0,1,0,0,00:00.0,2018,6,2,26,26,1,Poultry,74
202,JFK,2.01806E+11,KDX,C,Lunch,12,7,9,40,5,1,7,28,39,,4,18,42,6,,4,0,0,1,0,0,0,0,00:00.0,2018,6,2,26,26,1,Seafood,74
202,JFK,2.01806E+11,KDX,C,Lunch,12,7,9,40,5,1,7,28,39,,4,18,42,6,,4,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,26,1,Red Meat,74
139,DXB,2.01806E+11,BPR,C,Lunch,8,,5,17,1,1,,15,17,,1,5,10,11,4,1,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,26,1,Red Meat,32
139,DXB,2.01806E+11,BPR,C,Lunch,8,,5,17,1,1,,15,17,,1,5,10,11,4,1,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,26,1,Poultry,32
139,DXB,2.01806E+11,BPR,C,Lunch,8,,5,17,1,1,,15,17,,1,5,10,11,4,1,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,26,1,Seafood,32
30,LHR,2.01806E+11,RDX,C,Lunch,41,3,12,24,7,4,2,34,55,,15,6,40,26,,4,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,25,1,Red Meat,90
30,LHR,2.01806E+11,RDX,C,Lunch,41,3,12,24,7,4,2,34,55,,15,6,40,26,,4,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,25,1,Poultry,90
30,LHR,2.01806E+11,RDX,C,Lunch,41,3,12,24,7,4,2,34,55,,15,6,40,26,,4,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,25,1,Seafood,90
405,MEL,2.01806E+11,LSI,A,Lunch,14,1,28,37,2,9,1,34,56,,,2,12,15,53,9,1,0,0,0,0,0,0,00:00.0,2018,6,2,26,27,1,Red Meat,91
405,MEL,2.01806E+11,LSI,A,Lunch,14,1,28,37,2,9,1,34,56,,,2,12,15,53,9,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,27,1,Poultry,91
405,MEL,2.01806E+11,LSI,A,Lunch,14,1,28,37,2,9,1,34,56,,,2,12,15,53,9,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,27,1,Seafood,91
405,MEL,2.01807E+11,LSI,B,Lunch,11,5,13,27,2,20,5,33,40,,,,4,8,42,24,0,0,0,1,0,0,0,00:00.0,2018,7,3,26,1,1,Poultry,78
405,MEL,2.01807E+11,LSI,B,Lunch,11,5,13,27,2,20,5,33,40,,,,4,8,42,24,0,0,0,1,0,0,0,00:00.0,2018,7,3,26,1,1,Red Meat,78
405,MEL,2.01807E+11,LSI,B,Lunch,11,5,13,27,2,20,5,33,40,,,,4,8,42,24,0,0,0,1,0,0,0,00:00.0,2018,7,3,26,1,1,Seafood,78
5,DXB,2.01806E+11,BLH,C,Lunch,15,10,10,53,3,2,9,30,54,,1,4,45,29,12,2,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Red Meat,92
5,DXB,2.01806E+11,BLH,C,Lunch,15,10,10,53,3,2,9,30,54,,1,4,45,29,12,2,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Seafood,92
5,DXB,2.01806E+11,BLH,C,Lunch,15,10,10,53,3,2,9,30,54,,1,4,45,29,12,2,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Poultry,92
406,DXB,2.01806E+11,BME,C,Lunch,14,1,20,36,2,4,,34,43,,,1,3,8,60,5,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,30,1,Seafood,76
406,DXB,2.01806E+11,BME,C,Lunch,14,1,20,36,2,4,,34,43,,,1,3,8,60,5,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,30,1,Poultry,76
406,DXB,2.01806E+11,BME,C,Lunch,14,1,20,36,2,4,,34,43,,,1,3,8,60,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Red Meat,76
88,ZRH,2.01806E+11,HDX,C,Lunch,9,1,7,27,,1,,19,26,,,,16,22,6,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Seafood,44
88,ZRH,2.01806E+11,HDX,C,Lunch,9,1,7,27,,1,,19,26,,,,16,22,6,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Red Meat,44
88,ZRH,2.01806E+11,HDX,C,Lunch,9,1,7,27,,1,,19,26,,,,16,22,6,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Poultry,44
773,CPT,2.01806E+11,TDX,A,Lunch,12,2,5,16,2,4,3,15,23,,13,19,1,3,,5,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,28,1,Poultry,41
773,CPT,2.01806E+11,TDX,A,Lunch,12,2,5,16,2,4,3,15,23,,13,19,1,3,,5,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,28,1,Seafood,41
773,CPT,2.01806E+11,TDX,A,Lunch,12,2,5,16,2,4,3,15,23,,13,19,1,3,,5,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,28,1,Red Meat,41
140,PRG,2.01806E+11,GDX,C,Lunch,12,2,8,27,,7,2,14,40,,4,1,22,8,9,12,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,30,1,Poultry,56
140,PRG,2.01806E+11,GDX,C,Lunch,12,2,8,27,,7,2,14,40,,4,1,22,8,9,12,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,30,1,Red Meat,56
140,PRG,2.01806E+11,GDX,C,Lunch,12,2,8,27,,7,2,14,40,,4,1,22,8,9,12,0,0,0,1,0,0,0,55:00.0,2018,6,2,26,30,1,Seafood,56
407,MEL,2.01807E+11,LDX,B,Dinner,12,2,23,14,,17,4,29,35,,,,5,10,29,24,0,0,0,1,0,0,0,15:00.0,2018,7,3,26,1,1,Seafood,68
407,MEL,2.01807E+11,LDX,B,Dinner,12,2,23,14,,17,4,29,35,,,,5,10,29,24,0,0,0,1,0,0,0,15:00.0,2018,7,3,26,1,1,Red Meat,68
407,MEL,2.01807E+11,LDX,B,Dinner,12,2,23,14,,17,4,29,35,,,,5,10,29,24,0,0,0,1,0,0,0,15:00.0,2018,7,3,26,1,1,Poultry,68
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,15,38,2,7,3,32,57,,1,4,15,48,16,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Red Meat,92
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,15,38,2,7,3,32,57,,1,4,15,48,16,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Seafood,92
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,15,38,2,7,3,32,57,,1,4,15,48,16,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Poultry,92
4,LHR,2.01806E+11,RDX,C,Dinner,24,3,12,49,2,5,3,21,71,,13,4,22,35,16,5,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Poultry,95
4,LHR,2.01806E+11,RDX,C,Dinner,24,3,12,49,2,5,3,21,71,,13,4,22,35,16,5,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Seafood,95
4,LHR,2.01806E+11,RDX,C,Dinner,24,3,12,49,2,5,3,21,71,,13,4,22,35,16,5,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Red Meat,95
49,DXB,2.01806E+11,BMU,C,Lunch,15,6,6,42,5,5,6,26,47,,2,2,31,35,4,5,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Poultry,79
49,DXB,2.01806E+11,BMU,C,Lunch,15,6,6,42,5,5,6,26,47,,2,2,31,35,4,5,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Red Meat,79
49,DXB,2.01806E+11,BMU,C,Lunch,15,6,6,42,5,5,6,26,47,,2,2,31,35,4,5,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Seafood,79
201,DXB,2.01806E+11,BJF,C,Lunch,20,4,19,30,10,28,7,44,60,,3,26,32,5,10,35,0,0,0,1,0,0,0,30:00.0,2018,6,2,26,27,1,Poultry,110
201,DXB,2.01806E+11,BJF,C,Lunch,20,4,19,30,10,28,7,44,60,,3,26,32,5,10,35,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,27,1,Red Meat,110
201,DXB,2.01806E+11,BJF,C,Lunch,20,4,19,30,10,28,7,44,60,,3,26,32,5,10,35,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,27,1,Pasta or Vegetarian,110
406,DXB,2.01806E+11,BME,C,Lunch,8,,29,16,,1,,33,21,,,,2,6,45,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Red Meat,54
406,DXB,2.01806E+11,BME,C,Lunch,8,,29,16,,1,,33,21,,,,2,6,45,1,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,27,1,Poultry,54
406,DXB,2.01806E+11,BME,C,Lunch,8,,29,16,,1,,33,21,,,,2,6,45,1,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,27,1,Seafood,54
4,LHR,2.01806E+11,RDX,C,Dinner,23,1,15,27,2,,,20,48,,5,5,26,31,1,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Red Meat,67
4,LHR,2.01806E+11,RDX,C,Dinner,23,1,15,27,2,,,20,48,,5,5,26,31,1,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Seafood,67
4,LHR,2.01806E+11,RDX,C,Dinner,23,1,15,27,2,,,20,48,,5,5,26,31,1,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Poultry,67
2,LHR,2.01806E+11,RDX,C,Lunch,18,4,22,31,,8,3,36,44,,2,5,23,25,20,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Red Meat,82
2,LHR,2.01806E+11,RDX,C,Lunch,18,4,22,31,,8,3,36,44,,2,5,23,25,20,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Poultry,82
2,LHR,2.01806E+11,RDX,C,Lunch,18,4,22,31,,8,3,36,44,,2,5,23,25,20,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Seafood,82
3,DXB,2.01806E+11,BLH,C,Lunch,16,9,15,40,5,8,8,36,49,,2,,33,29,21,8,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Seafood,92
3,DXB,2.01806E+11,BLH,C,Lunch,16,9,15,40,5,8,8,36,49,,2,,33,29,21,8,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Red Meat,92
3,DXB,2.01806E+11,BLH,C,Lunch,16,9,15,40,5,8,8,36,49,,2,,33,29,21,8,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Poultry,92
5,DXB,2.01806E+11,BLH,C,Lunch,22,6,21,40,6,10,6,39,60,,1,2,22,50,19,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Red Meat,105
5,DXB,2.01806E+11,BLH,C,Lunch,22,6,21,40,6,10,6,39,60,,1,2,22,50,19,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Poultry,105
5,DXB,2.01806E+11,BLH,C,Lunch,22,6,21,40,6,10,6,39,60,,1,2,22,50,19,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Seafood,105
30,LHR,2.01806E+11,RDX,C,Lunch,23,1,9,18,5,13,,32,37,,2,,29,23,1,14,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,27,1,Red Meat,68
30,LHR,2.01806E+11,RDX,C,Lunch,23,1,9,18,5,13,,32,37,,2,,29,23,1,14,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,27,1,Poultry,68
30,LHR,2.01806E+11,RDX,C,Lunch,23,1,9,18,5,13,,32,37,,2,,29,23,1,14,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,27,1,Seafood,68
87,DXB,2.01806E+11,BZR,C,Lunch,19,2,3,28,1,4,3,20,34,,4,,25,16,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Seafood,57
87,DXB,2.01806E+11,BZR,C,Lunch,19,2,3,28,1,4,3,20,34,,4,,25,16,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Red Meat,57
87,DXB,2.01806E+11,BZR,C,Lunch,19,2,3,28,1,4,3,20,34,,4,,25,16,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Poultry,57
29,DXB,2.01806E+11,BLH,C,Lunch,23,6,18,38,3,4,5,46,41,,7,9,22,42,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Red Meat,92
29,DXB,2.01806E+11,BLH,C,Lunch,23,6,18,38,3,4,5,46,41,,7,9,22,42,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Poultry,92
29,DXB,2.01806E+11,BLH,C,Lunch,23,6,18,38,3,4,5,46,41,,7,9,22,42,8,4,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Seafood,92
29,DXB,2.01806E+11,BLH,C,Lunch,26,7,10,37,5,6,8,33,50,,23,2,26,19,10,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Seafood,90
29,DXB,2.01806E+11,BLH,C,Lunch,26,7,10,37,5,6,8,33,50,,23,2,26,19,10,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Red Meat,90
29,DXB,2.01806E+11,BLH,C,Lunch,26,7,10,37,5,6,8,33,50,,23,2,26,19,10,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,25,24,1,Poultry,90
