meals_future_data_june_18_24_25.flight_number,meals_future_data_june_18_24_25.flight_boarding_pt,meals_future_data_june_18_24_25.flight_boarding_time,meals_future_data_june_18_24_25.destination,meals_future_data_june_18_24_25.menu_cycle,meals_future_data_june_18_24_25.itemcategory,meals_future_data_june_18_24_25.adults,meals_future_data_june_18_24_25.children,meals_future_data_june_18_24_25.elders,meals_future_data_june_18_24_25.middle aged,meals_future_data_june_18_24_25.teenagers,meals_future_data_june_18_24_25.unknown,meals_future_data_june_18_24_25.c,meals_future_data_june_18_24_25.f,meals_future_data_june_18_24_25.m,meals_future_data_june_18_24_25.unknown column,meals_future_data_june_18_24_25.africa,meals_future_data_june_18_24_25.americas,meals_future_data_june_18_24_25.asia,meals_future_data_june_18_24_25.europe,meals_future_data_june_18_24_25.oceania,meals_future_data_june_18_24_25.unknown country region,meals_future_data_june_18_24_25.unknown cuisine,meals_future_data_june_18_24_25.asian,meals_future_data_june_18_24_25.asian / japanese,meals_future_data_june_18_24_25.continental / european,meals_future_data_june_18_24_25.indian,meals_future_data_june_18_24_25.middle eastern,meals_future_data_june_18_24_25.middle eastern / gulf,meals_future_data_june_18_24_25.flight_boarding_time_conv,meals_future_data_june_18_24_25.year,meals_future_data_june_18_24_25.month,meals_future_data_june_18_24_25.quarter,meals_future_data_june_18_24_25.week,meals_future_data_june_18_24_25.day,meals_future_data_june_18_24_25.meal,meals_future_data_june_18_24_25.dishsubcategory,meals_future_data_june_18_24_25.pax_count
73,DXB,2.01806E+11,BCD,C,Lunch,17,6,21,42,1,5,6,26,60,,5,5,19,26,29,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Seafood,92
73,DXB,2.01806E+11,BCD,C,Lunch,17,6,21,42,1,5,6,26,60,,5,5,19,26,29,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Poultry,92
73,DXB,2.01806E+11,BCD,C,Lunch,17,6,21,42,1,5,6,26,60,,5,5,19,26,29,8,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Red Meat,92
31,DXB,2.01806E+11,BLH,C,Lunch,35,6,7,40,6,8,5,36,61,,2,2,27,52,9,10,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Red Meat,101
31,DXB,2.01806E+11,BLH,C,Lunch,35,6,7,40,6,8,5,36,61,,2,2,27,52,9,10,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Seafood,101
31,DXB,2.01806E+11,BLH,C,Lunch,35,6,7,40,6,8,5,36,61,,2,2,27,52,9,10,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Poultry,101
81,DXB,2.01806E+11,BLY,C,Lunch,1,,1,2,,,,3,1,,,,1,3,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Seafood,4
81,DXB,2.01806E+11,BLY,C,Lunch,1,,1,2,,,,3,1,,,,1,3,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Poultry,4
81,DXB,2.01806E+11,BLY,C,Lunch,1,,1,2,,,,3,1,,,,1,3,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Red Meat,4
81,DXB,2.01806E+11,BLY,C,Lunch,7,2,3,15,3,2,3,10,19,,,,6,20,,6,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Poultry,32
81,DXB,2.01806E+11,BLY,C,Lunch,7,2,3,15,3,2,3,10,19,,,,6,20,,6,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Seafood,32
81,DXB,2.01806E+11,BLY,C,Lunch,7,2,3,15,3,2,3,10,19,,,,6,20,,6,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Red Meat,32
307,PEK,2.01807E+11,KDX,B,Dinner,14,,5,41,3,3,,19,47,,16,1,36,10,,3,0,1,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Red Meat,66
307,PEK,2.01807E+11,KDX,B,Dinner,14,,5,41,3,3,,19,47,,16,1,36,10,,3,0,0,0,1,0,0,0,40:00.0,2018,7,3,26,1,1,Seafood,66
307,PEK,2.01807E+11,KDX,B,Dinner,14,,5,41,3,3,,19,47,,16,1,36,10,,3,0,0,0,1,0,0,0,40:00.0,2018,7,3,26,1,1,Poultry,66
5,DXB,2.01806E+11,BLH,C,Lunch,22,4,11,50,2,23,4,42,66,,7,5,30,36,7,27,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,27,1,Seafood,111
5,DXB,2.01806E+11,BLH,C,Lunch,22,4,11,50,2,23,4,42,66,,7,5,30,36,7,27,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,27,1,Red Meat,111
5,DXB,2.01806E+11,BLH,C,Lunch,22,4,11,50,2,23,4,42,66,,7,5,30,36,7,27,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,27,1,Poultry,111
74,CDG,2.01806E+11,GDX,C,Lunch,27,2,17,28,,4,1,25,52,,4,5,32,24,9,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,27,1,Red Meat,77
74,CDG,2.01806E+11,GDX,C,Lunch,27,2,17,28,,4,1,25,52,,4,5,32,24,9,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,27,1,Poultry,77
74,CDG,2.01806E+11,GDX,C,Lunch,27,2,17,28,,4,1,25,52,,4,5,32,24,9,4,0,0,0,1,0,0,0,35:00.0,2018,6,2,26,27,1,Seafood,77
50,MUC,2.01806E+11,CDX,C,Lunch,11,3,2,17,,2,3,7,25,,,,12,18,3,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Seafood,35
50,MUC,2.01806E+11,CDX,C,Lunch,11,3,2,17,,2,3,7,25,,,,12,18,3,2,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,25,1,Red Meat,35
50,MUC,2.01806E+11,CDX,C,Lunch,11,3,2,17,,2,3,7,25,,,,12,18,3,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Poultry,35
307,PEK,2.01806E+11,KDX,A,Dinner,18,,11,43,,10,,13,69,,15,2,34,21,,10,0,0,0,0,0,1,0,40:00.0,2018,6,2,26,29,1,Poultry,82
307,PEK,2.01806E+11,KDX,A,Dinner,18,,11,43,,10,,13,69,,15,2,34,21,,10,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,29,1,Seafood,82
307,PEK,2.01806E+11,KDX,A,Dinner,18,,11,43,,10,,13,69,,15,2,34,21,,10,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,29,1,Red Meat,82
46,FRA,2.01806E+11,ADX,C,Lunch,14,,6,13,,1,,6,28,,3,2,12,12,4,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,29,1,Poultry,34
46,FRA,2.01806E+11,ADX,C,Lunch,14,,6,13,,1,,6,28,,3,2,12,12,4,1,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,29,1,Red Meat,34
46,FRA,2.01806E+11,ADX,C,Lunch,14,,6,13,,1,,6,28,,3,2,12,12,4,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,29,1,Seafood,34
201,DXB,2.01806E+11,BJF,C,Lunch,18,10,7,19,3,1,10,21,27,,7,10,17,4,,20,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,30,1,Red Meat,57
201,DXB,2.01806E+11,BJF,C,Lunch,18,10,7,19,3,1,10,21,27,,7,10,17,4,,20,0,0,0,1,0,0,0,30:00.0,2018,6,2,26,30,1,Poultry,57
201,DXB,2.01806E+11,BJF,C,Lunch,18,10,7,19,3,1,10,21,27,,7,10,17,4,,20,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,30,1,Pasta or Vegetarian,57
73,DXB,2.01806E+11,BCD,C,Lunch,26,4,15,36,4,12,4,26,67,,4,4,20,29,27,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Poultry,97
73,DXB,2.01806E+11,BCD,C,Lunch,26,4,15,36,4,12,4,26,67,,4,4,20,29,27,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Red Meat,97
73,DXB,2.01806E+11,BCD,C,Lunch,26,4,15,36,4,12,4,26,67,,4,4,20,29,27,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,27,1,Seafood,97
139,DXB,2.01806E+11,BPR,C,Lunch,13,3,6,39,2,9,3,23,46,,3,3,34,13,8,11,1,0,0,0,0,0,0,35:00.0,2018,6,2,25,24,1,Seafood,72
139,DXB,2.01806E+11,BPR,C,Lunch,13,3,6,39,2,9,3,23,46,,3,3,34,13,8,11,1,0,0,0,0,0,0,35:00.0,2018,6,2,25,24,1,Red Meat,72
139,DXB,2.01806E+11,BPR,C,Lunch,13,3,6,39,2,9,3,23,46,,3,3,34,13,8,11,1,0,0,0,0,0,0,35:00.0,2018,6,2,25,24,1,Poultry,72
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,12,42,5,4,3,28,54,,3,13,31,29,5,4,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Poultry,85
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,12,42,5,4,3,28,54,,3,13,31,29,5,4,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Seafood,85
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,12,42,5,4,3,28,54,,3,13,31,29,5,4,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Red Meat,85
29,DXB,2.01806E+11,BLH,C,Lunch,20,6,18,45,3,10,6,35,61,,12,4,37,27,12,10,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Poultry,102
29,DXB,2.01806E+11,BLH,C,Lunch,20,6,18,45,3,10,6,35,61,,12,4,37,27,12,10,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Red Meat,102
29,DXB,2.01806E+11,BLH,C,Lunch,20,6,18,45,3,10,6,35,61,,12,4,37,27,12,10,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Seafood,102
4,LHR,2.01806E+11,RDX,C,Dinner,24,8,14,31,4,,8,31,42,,6,7,46,18,4,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Poultry,81
4,LHR,2.01806E+11,RDX,C,Dinner,24,8,14,31,4,,8,31,42,,6,7,46,18,4,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Red Meat,81
4,LHR,2.01806E+11,RDX,C,Dinner,24,8,14,31,4,,8,31,42,,6,7,46,18,4,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Seafood,81
46,FRA,2.01807E+11,ADX,D,Lunch,5,,6,18,,18,3,10,34,,,1,9,14,3,20,0,0,0,1,0,0,0,15:00.0,2018,7,3,26,1,1,Poultry,47
46,FRA,2.01807E+11,ADX,D,Lunch,5,,6,18,,18,3,10,34,,,1,9,14,3,20,1,0,0,0,0,0,0,15:00.0,2018,7,3,26,1,1,Seafood,47
46,FRA,2.01807E+11,ADX,D,Lunch,5,,6,18,,18,3,10,34,,,1,9,14,3,20,1,0,0,0,0,0,0,15:00.0,2018,7,3,26,1,1,Red Meat,47
31,DXB,2.01806E+11,BLH,C,Lunch,25,5,15,32,5,,5,38,39,,2,4,23,37,16,,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Seafood,82
31,DXB,2.01806E+11,BLH,C,Lunch,25,5,15,32,5,,5,38,39,,2,4,23,37,16,,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Poultry,82
31,DXB,2.01806E+11,BLH,C,Lunch,25,5,15,32,5,,5,38,39,,2,4,23,37,16,,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Red Meat,82
704,MRU,2.01806E+11,UDX,C,Dinner,10,2,3,24,1,,2,15,23,,8,1,3,28,,,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Red Meat,40
704,MRU,2.01806E+11,UDX,C,Dinner,10,2,3,24,1,,2,15,23,,8,1,3,28,,,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Poultry,40
704,MRU,2.01806E+11,UDX,C,Dinner,10,2,3,24,1,,2,15,23,,8,1,3,28,,,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Seafood,40
202,JFK,2.01806E+11,KDX,C,Lunch,42,5,7,41,1,2,3,29,66,,5,17,59,8,2,7,0,0,1,0,0,0,0,00:00.0,2018,6,2,26,28,1,Seafood,96
202,JFK,2.01806E+11,KDX,C,Lunch,42,5,7,41,1,2,3,29,66,,5,17,59,8,2,7,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,28,1,Red Meat,96
202,JFK,2.01806E+11,KDX,C,Lunch,42,5,7,41,1,2,3,29,66,,5,17,59,8,2,7,0,0,0,0,1,0,0,00:00.0,2018,6,2,26,28,1,Poultry,96
87,DXB,2.01806E+11,BZR,C,Lunch,15,7,28,22,,2,6,28,40,1,7,,47,13,5,1,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Poultry,74
87,DXB,2.01806E+11,BZR,C,Lunch,15,7,28,22,,2,6,28,40,1,7,,47,13,5,1,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Red Meat,74
87,DXB,2.01806E+11,BZR,C,Lunch,15,7,28,22,,2,6,28,40,1,7,,47,13,5,1,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Seafood,74
406,DXB,2.01806E+11,BME,C,Lunch,9,1,23,32,1,3,1,32,36,,,,,14,52,3,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,25,1,Poultry,69
406,DXB,2.01806E+11,BME,C,Lunch,9,1,23,32,1,3,1,32,36,,,,,14,52,3,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Red Meat,69
406,DXB,2.01806E+11,BME,C,Lunch,9,1,23,32,1,3,1,32,36,,,,,14,52,3,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,25,1,Seafood,69
202,JFK,2.01806E+11,KDX,C,Lunch,20,8,8,36,3,,8,27,40,,4,18,43,1,3,6,0,0,1,0,0,0,0,00:00.0,2018,6,2,26,30,1,Seafood,75
202,JFK,2.01806E+11,KDX,C,Lunch,20,8,8,36,3,,8,27,40,,4,18,43,1,3,6,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,30,1,Red Meat,75
202,JFK,2.01806E+11,KDX,C,Lunch,20,8,8,36,3,,8,27,40,,4,18,43,1,3,6,0,0,0,0,1,0,0,00:00.0,2018,6,2,26,30,1,Poultry,75
50,MUC,2.01806E+11,CDX,C,Lunch,16,1,4,14,,2,,7,30,,2,,9,21,3,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Poultry,36
50,MUC,2.01806E+11,CDX,C,Lunch,16,1,4,14,,2,,7,30,,2,,9,21,3,2,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,26,1,Red Meat,36
50,MUC,2.01806E+11,CDX,C,Lunch,16,1,4,14,,2,,7,30,,2,,9,21,3,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,26,1,Seafood,36
406,DXB,2.01806E+11,BME,C,Lunch,21,2,26,31,,3,,32,51,,1,2,2,12,63,3,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Red Meat,81
406,DXB,2.01806E+11,BME,C,Lunch,21,2,26,31,,3,,32,51,,1,2,2,12,63,3,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,28,1,Seafood,81
406,DXB,2.01806E+11,BME,C,Lunch,21,2,26,31,,3,,32,51,,1,2,2,12,63,3,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,28,1,Poultry,81
704,MRU,2.01806E+11,UDX,C,Dinner,11,2,4,14,1,6,2,15,21,,8,1,3,19,,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,29,1,Poultry,38
704,MRU,2.01806E+11,UDX,C,Dinner,11,2,4,14,1,6,2,15,21,,8,1,3,19,,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,29,1,Seafood,38
704,MRU,2.01806E+11,UDX,C,Dinner,11,2,4,14,1,6,2,15,21,,8,1,3,19,,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,29,1,Red Meat,38
1,DXB,2.01806E+11,BLH,C,Lunch,13,2,19,41,4,10,1,39,49,,6,3,19,25,25,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Seafood,88
1,DXB,2.01806E+11,BLH,C,Lunch,13,2,19,41,4,10,1,39,49,,6,3,19,25,25,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Poultry,88
1,DXB,2.01806E+11,BLH,C,Lunch,13,2,19,41,4,10,1,39,49,,6,3,19,25,25,11,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,28,1,Red Meat,88
202,JFK,2.01806E+11,KDX,C,Lunch,16,7,16,39,1,1,7,26,47,,8,18,45,7,,2,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,25,1,Red Meat,80
202,JFK,2.01806E+11,KDX,C,Lunch,16,7,16,39,1,1,7,26,47,,8,18,45,7,,2,0,0,0,0,1,0,0,00:00.0,2018,6,2,26,25,1,Poultry,80
202,JFK,2.01806E+11,KDX,C,Lunch,16,7,16,39,1,1,7,26,47,,8,18,45,7,,2,0,0,1,0,0,0,0,00:00.0,2018,6,2,26,25,1,Seafood,80
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,20,34,4,9,3,36,50,,1,6,22,30,21,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Red Meat,89
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,20,34,4,9,3,36,50,,1,6,22,30,21,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Seafood,89
5,DXB,2.01806E+11,BLH,C,Lunch,19,3,20,34,4,9,3,36,50,,1,6,22,30,21,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Poultry,89
29,DXB,2.01806E+11,BLH,C,Lunch,10,7,12,26,5,16,8,32,36,,8,3,21,16,9,19,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,30,1,Poultry,76
29,DXB,2.01806E+11,BLH,C,Lunch,10,7,12,26,5,16,8,32,36,,8,3,21,16,9,19,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,30,1,Seafood,76
29,DXB,2.01806E+11,BLH,C,Lunch,10,7,12,26,5,16,8,32,36,,8,3,21,16,9,19,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,30,1,Red Meat,76
87,DXB,2.01806E+11,BZR,C,Lunch,20,3,11,22,3,7,2,31,33,,2,2,25,24,6,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Poultry,65
87,DXB,2.01806E+11,BZR,C,Lunch,20,3,11,22,3,7,2,31,33,,2,2,25,24,6,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Red Meat,65
87,DXB,2.01806E+11,BZR,C,Lunch,20,3,11,22,3,7,2,31,33,,2,2,25,24,6,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Seafood,65
74,CDG,2.01806E+11,GDX,C,Lunch,29,5,14,31,3,4,4,26,56,,4,5,31,21,21,4,0,0,0,1,0,0,0,35:00.0,2018,6,2,26,28,1,Seafood,85
74,CDG,2.01806E+11,GDX,C,Lunch,29,5,14,31,3,4,4,26,56,,4,5,31,21,21,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,28,1,Red Meat,85
74,CDG,2.01806E+11,GDX,C,Lunch,29,5,14,31,3,4,4,26,56,,4,5,31,21,21,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,28,1,Poultry,85
45,DXB,2.01806E+11,BFR,C,Lunch,13,5,7,28,4,9,4,16,46,,6,,18,33,,9,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Poultry,65
45,DXB,2.01806E+11,BFR,C,Lunch,13,5,7,28,4,9,4,16,46,,6,,18,33,,9,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Red Meat,65
45,DXB,2.01806E+11,BFR,C,Lunch,13,5,7,28,4,9,4,16,46,,6,,18,33,,9,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Seafood,65
139,DXB,2.01806E+11,BPR,C,Lunch,17,5,4,25,,1,5,17,30,,5,4,15,15,11,2,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Red Meat,52
139,DXB,2.01806E+11,BPR,C,Lunch,17,5,4,25,,1,5,17,30,,5,4,15,15,11,2,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Seafood,52
139,DXB,2.01806E+11,BPR,C,Lunch,17,5,4,25,,1,5,17,30,,5,4,15,15,11,2,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,25,1,Poultry,52
139,DXB,2.01806E+11,BPR,C,Lunch,8,4,3,17,2,22,4,25,27,,3,,7,14,8,24,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Seafood,56
139,DXB,2.01806E+11,BPR,C,Lunch,8,4,3,17,2,22,4,25,27,,3,,7,14,8,24,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Poultry,56
139,DXB,2.01806E+11,BPR,C,Lunch,8,4,3,17,2,22,4,25,27,,3,,7,14,8,24,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Red Meat,56
407,MEL,2.01806E+11,LDX,A,Dinner,12,1,29,35,3,7,1,41,45,,,2,5,14,59,7,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,26,1,Seafood,87
407,MEL,2.01806E+11,LDX,A,Dinner,12,1,29,35,3,7,1,41,45,,,2,5,14,59,7,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,26,1,Poultry,87
407,MEL,2.01806E+11,LDX,A,Dinner,12,1,29,35,3,7,1,41,45,,,2,5,14,59,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Red Meat,87
407,MEL,2.01806E+11,LDX,A,Dinner,11,2,21,41,5,2,2,37,43,,,,,11,69,2,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Red Meat,82
407,MEL,2.01806E+11,LDX,A,Dinner,11,2,21,41,5,2,2,37,43,,,,,11,69,2,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,27,1,Seafood,82
407,MEL,2.01806E+11,LDX,A,Dinner,11,2,21,41,5,2,2,37,43,,,,,11,69,2,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,27,1,Poultry,82
88,ZRH,2.01806E+11,HDX,C,Lunch,12,,11,19,4,6,,16,36,,2,3,31,8,2,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Red Meat,52
88,ZRH,2.01806E+11,HDX,C,Lunch,12,,11,19,4,6,,16,36,,2,3,31,8,2,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Seafood,52
88,ZRH,2.01806E+11,HDX,C,Lunch,12,,11,19,4,6,,16,36,,2,3,31,8,2,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,28,1,Poultry,52
405,MEL,2.01806E+11,LSI,A,Lunch,13,8,20,39,6,,6,37,43,,,,11,11,64,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,26,1,Seafood,84
405,MEL,2.01806E+11,LSI,A,Lunch,13,8,20,39,6,,6,37,43,,,,11,11,64,,1,0,0,0,0,0,0,00:00.0,2018,6,2,26,26,1,Red Meat,84
405,MEL,2.01806E+11,LSI,A,Lunch,13,8,20,39,6,,6,37,43,,,,11,11,64,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,26,1,Poultry,84
29,DXB,2.01806E+11,BLH,C,Lunch,23,12,11,38,6,10,9,49,42,,5,10,51,20,2,12,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Seafood,97
29,DXB,2.01806E+11,BLH,C,Lunch,23,12,11,38,6,10,9,49,42,,5,10,51,20,2,12,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Red Meat,97
29,DXB,2.01806E+11,BLH,C,Lunch,23,12,11,38,6,10,9,49,42,,5,10,51,20,2,12,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Poultry,97
2,LHR,2.01806E+11,RDX,C,Lunch,15,3,23,43,1,6,3,22,66,,3,2,33,33,13,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Seafood,91
2,LHR,2.01806E+11,RDX,C,Lunch,15,3,23,43,1,6,3,22,66,,3,2,33,33,13,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Red Meat,91
2,LHR,2.01806E+11,RDX,C,Lunch,15,3,23,43,1,6,3,22,66,,3,2,33,33,13,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Poultry,91
202,JFK,2.01806E+11,KDX,C,Lunch,28,2,5,43,2,,2,21,57,,2,18,42,10,3,5,0,0,0,0,1,0,0,00:00.0,2018,6,2,26,29,1,Poultry,80
202,JFK,2.01806E+11,KDX,C,Lunch,28,2,5,43,2,,2,21,57,,2,18,42,10,3,5,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,29,1,Red Meat,80
202,JFK,2.01806E+11,KDX,C,Lunch,28,2,5,43,2,,2,21,57,,2,18,42,10,3,5,0,0,1,0,0,0,0,00:00.0,2018,6,2,26,29,1,Seafood,80
5,DXB,2.01806E+11,BLH,C,Lunch,20,1,11,24,6,15,4,26,47,,2,,22,23,8,22,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,30,1,Red Meat,77
5,DXB,2.01806E+11,BLH,C,Lunch,20,1,11,24,6,15,4,26,47,,2,,22,23,8,22,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,30,1,Seafood,77
5,DXB,2.01806E+11,BLH,C,Lunch,20,1,11,24,6,15,4,26,47,,2,,22,23,8,22,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,30,1,Poultry,77
45,DXB,2.01806E+11,BFR,C,Lunch,9,7,4,23,4,4,5,21,25,,1,2,24,11,9,4,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Seafood,49
45,DXB,2.01806E+11,BFR,C,Lunch,9,7,4,23,4,4,5,21,25,,1,2,24,11,9,4,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Poultry,49
45,DXB,2.01806E+11,BFR,C,Lunch,9,7,4,23,4,4,5,21,25,,1,2,24,11,9,4,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,26,1,Red Meat,49
1,DXB,2.01806E+11,BLH,C,Lunch,34,1,10,52,,5,,31,71,,19,3,29,22,19,10,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Poultry,101
1,DXB,2.01806E+11,BLH,C,Lunch,34,1,10,52,,5,,31,71,,19,3,29,22,19,10,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Red Meat,101
1,DXB,2.01806E+11,BLH,C,Lunch,34,1,10,52,,5,,31,71,,19,3,29,22,19,10,1,0,0,0,0,0,0,45:00.0,2018,6,2,25,24,1,Seafood,101
1,DXB,2.01806E+11,BLH,C,Lunch,19,4,18,38,3,9,4,35,52,,9,1,25,19,28,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Seafood,91
1,DXB,2.01806E+11,BLH,C,Lunch,19,4,18,38,3,9,4,35,52,,9,1,25,19,28,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Red Meat,91
1,DXB,2.01806E+11,BLH,C,Lunch,19,4,18,38,3,9,4,35,52,,9,1,25,19,28,9,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,25,1,Poultry,91
87,DXB,2.01806E+11,BZR,C,Lunch,9,5,6,31,2,2,4,19,32,,,9,28,14,2,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Poultry,54
