flight_number,flight_boarding_pt,flight_boarding_time,destination,menu_cycle,itemcategory,Adults,Children,Elders,Middle Aged,Teenagers,C,F,M,Africa,Americas,Asia,China,Europe,Germany,Gulf,India,Indonesia,Iran,Italy,Japan,Mauritus,Northern Africa,Oceania,Thailand,null,asian / japanese,continental / european,indian,middle eastern,year,month,quarter,week,day,dayofweek,Meal,dishsubcategory,pax_count
704,MRU,6/23/2018 21:50,DXB,C,Dinner,14,1,7,35,2,1,19,39,8,3,,,27,3,,2,,,,,10,5,,1,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,59
704,MRU,6/23/2018 21:50,DXB,C,Dinner,14,1,7,35,2,1,19,39,8,3,,,27,3,,2,,,,,10,5,,1,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,59
704,MRU,6/24/2018 21:50,DXB,C,Dinner,10,2,3,24,1,2,15,23,2,1,3,,26,2,,,,,,,6,,,,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,40
704,MRU,6/24/2018 21:50,DXB,C,Dinner,10,2,3,24,1,2,15,23,2,1,3,,26,2,,,,,,,6,,,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,40
704,MRU,6/24/2018 21:50,DXB,C,Dinner,10,2,3,24,1,2,15,23,2,1,3,,26,2,,,,,,,6,,,,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,40
704,MRU,6/25/2018 21:50,DXB,C,Dinner,18,2,8,17,,2,10,34,1,4,1,,20,3,,4,,,4,,7,,1,,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,46
704,MRU,6/25/2018 21:50,DXB,C,Dinner,18,2,8,17,,2,10,34,1,4,1,,20,3,,4,,,4,,7,,1,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,46
704,MRU,6/25/2018 21:50,DXB,C,Dinner,18,2,8,17,,2,10,34,1,4,1,,20,3,,4,,,4,,7,,1,,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,46
704,MRU,6/26/2018 21:50,DXB,C,Dinner,9,2,5,9,,8,14,21,1,3,1,,16,,,1,,,,,2,,1,,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,43
704,MRU,6/26/2018 21:50,DXB,C,Dinner,9,2,5,9,,8,14,21,1,3,1,,16,,,1,,,,,2,,1,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,43
704,MRU,6/26/2018 21:50,DXB,C,Dinner,9,2,5,9,,8,14,21,1,3,1,,16,,,1,,,,,2,,1,,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,43
704,MRU,6/27/2018 21:50,DXB,C,Dinner,10,2,2,8,1,2,8,17,,,2,,16,2,,1,,,,,1,1,,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,27
704,MRU,6/27/2018 21:50,DXB,C,Dinner,10,2,2,8,1,2,8,17,,,2,,16,2,,1,,,,,1,1,,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,27
704,MRU,6/27/2018 21:50,DXB,C,Dinner,10,2,2,8,1,2,8,17,,,2,,16,2,,1,,,,,1,1,,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,27
704,MRU,6/28/2018 21:50,DXB,C,Dinner,7,,8,21,1,,13,29,2,1,,,13,,2,1,,,1,,8,7,1,,1,0,0,0,0,2018,6,2,26,28,3,1,Poultry,42
704,MRU,6/28/2018 21:50,DXB,C,Dinner,7,,8,21,1,,13,29,2,1,,,13,,2,1,,,1,,8,7,1,,1,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,42
704,MRU,6/28/2018 21:50,DXB,C,Dinner,7,,8,21,1,,13,29,2,1,,,13,,2,1,,,1,,8,7,1,,1,0,0,0,0,2018,6,2,26,28,3,1,Seafood,42
773,CPT,6/21/2018 13:05,DXB,A,Lunch,9,3,10,21,1,3,21,24,22,5,,,12,4,,1,,,,,,,,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,48
773,CPT,6/21/2018 13:05,DXB,A,Lunch,9,3,10,21,1,3,21,24,22,5,,,12,4,,1,,,,,,,,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,48
773,CPT,6/21/2018 13:05,DXB,A,Lunch,9,3,10,21,1,3,21,24,22,5,,,12,4,,1,,,,,,,,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,48
773,CPT,6/22/2018 13:05,DXB,A,Lunch,10,7,1,23,3,8,16,20,22,2,,,12,1,,2,,,1,,,2,1,1,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,44
773,CPT,6/22/2018 13:05,DXB,A,Lunch,10,7,1,23,3,8,16,20,22,2,,,12,1,,2,,,1,,,2,1,1,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,44
773,CPT,6/22/2018 13:05,DXB,A,Lunch,10,7,1,23,3,8,16,20,22,2,,,12,1,,2,,,1,,,2,1,1,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,44
773,CPT,6/23/2018 13:05,DXB,A,Lunch,9,4,5,26,2,4,19,40,18,4,5,,13,,,2,,,1,,,,,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,63
773,CPT,6/23/2018 13:05,DXB,A,Lunch,9,4,5,26,2,4,19,40,18,4,5,,13,,,2,,,1,,,,,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,63
773,CPT,6/23/2018 13:05,DXB,A,Lunch,9,4,5,26,2,4,19,40,18,4,5,,13,,,2,,,1,,,,,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,63
773,CPT,6/24/2018 13:05,DXB,A,Lunch,8,2,10,21,2,1,15,31,14,5,3,,16,1,,,,,,,,3,1,,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,46
773,CPT,6/24/2018 13:05,DXB,A,Lunch,8,2,10,21,2,1,15,31,14,5,3,,16,1,,,,,,,,3,1,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,46
773,CPT,6/24/2018 13:05,DXB,A,Lunch,8,2,10,21,2,1,15,31,14,5,3,,16,1,,,,,,,,3,1,,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,46
773,CPT,6/25/2018 13:05,DXB,A,Lunch,5,4,12,17,3,4,11,26,15,14,,4,8,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,41
773,CPT,6/25/2018 13:05,DXB,A,Lunch,5,4,12,17,3,4,11,26,15,14,,4,8,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,41
773,CPT,6/25/2018 13:05,DXB,A,Lunch,5,4,12,17,3,4,11,26,15,14,,4,8,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,41
773,CPT,6/26/2018 13:05,DXB,A,Lunch,10,,3,12,2,,16,16,4,13,4,,4,1,1,,,,,,,,,,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,32
773,CPT,6/26/2018 13:05,DXB,A,Lunch,10,,3,12,2,,16,16,4,13,4,,4,1,1,,,,,,,,,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,32
773,CPT,6/26/2018 13:05,DXB,A,Lunch,10,,3,12,2,,16,16,4,13,4,,4,1,1,,,,,,,,,,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,32
773,CPT,6/27/2018 13:05,DXB,A,Lunch,6,3,3,13,4,2,7,22,6,5,4,,2,,3,,7,,1,,,,1,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,30
773,CPT,6/27/2018 13:05,DXB,A,Lunch,6,3,3,13,4,2,7,22,6,5,4,,2,,3,,7,,1,,,,1,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,30
773,CPT,6/27/2018 13:05,DXB,A,Lunch,6,3,3,13,4,2,7,22,6,5,4,,2,,3,,7,,1,,,,1,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,30
773,CPT,6/28/2018 13:05,DXB,A,Lunch,11,2,5,10,2,2,11,17,9,18,,,2,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,28,3,1,Poultry,30
773,CPT,6/28/2018 13:05,DXB,A,Lunch,11,2,5,10,2,2,11,17,9,18,,,2,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,30
773,CPT,6/28/2018 13:05,DXB,A,Lunch,11,2,5,10,2,2,11,17,9,18,,,2,,,,,,,,,,,,,0,0,0,0,2018,6,2,26,28,3,1,Seafood,30
