flight_number,flight_boarding_pt,flight_boarding_time,destination,menu_cycle,itemcategory,Adults,Children,Elders,Middle Aged,Teenagers,C,F,M,Africa,Americas,Asia,China,Europe,Germany,Gulf,India,Indonesia,Iran,Italy,Japan,Mauritus,Northern Africa,Oceania,Thailand,null,asian / japanese,continental / european,indian,middle eastern,year,month,quarter,week,day,dayofweek,Meal,dishsubcategory,pax_count
201,DXB,6/24/2018 8:30,JFK,C,Lunch,29,4,7,45,8,3,25,73,1,32,13,,10,,4,15,2,,1,,,3,7,1,,0,1,0,0,2018,6,2,25,24,6,1,Poultry,100
201,DXB,6/24/2018 8:30,JFK,C,Lunch,29,4,7,45,8,3,25,73,1,32,13,,10,,4,15,2,,1,,,3,7,1,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,100
201,DXB,6/25/2018 8:30,JFK,C,Lunch,24,9,8,40,8,9,31,57,9,37,4,,6,1,11,12,,,1,,,,1,2,,0,0,0,0,2018,6,2,26,25,0,1,Pasta or Vegetarian,95
201,DXB,6/25/2018 8:30,JFK,C,Lunch,24,9,8,40,8,9,31,57,9,37,4,,6,1,11,12,,,1,,,,1,2,,0,1,0,0,2018,6,2,26,25,0,1,Poultry,95
201,DXB,6/25/2018 8:30,JFK,C,Lunch,24,9,8,40,8,9,31,57,9,37,4,,6,1,11,12,,,1,,,,1,2,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,95
201,DXB,6/26/2018 8:30,JFK,C,Lunch,19,7,13,34,6,7,40,44,11,20,6,,8,,5,13,3,,,,,,1,,,0,0,0,0,2018,6,2,26,26,1,1,Pasta or Vegetarian,91
201,DXB,6/26/2018 8:30,JFK,C,Lunch,19,7,13,34,6,7,40,44,11,20,6,,8,,5,13,3,,,,,,1,,,0,1,0,0,2018,6,2,26,26,1,1,Poultry,91
201,DXB,6/26/2018 8:30,JFK,C,Lunch,19,7,13,34,6,7,40,44,11,20,6,,8,,5,13,3,,,,,,1,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,91
201,DXB,6/27/2018 8:30,JFK,C,Lunch,10,4,16,22,5,3,27,32,2,12,5,,1,,7,9,,,,1,,,5,1,,0,0,0,0,2018,6,2,26,27,2,1,Pasta or Vegetarian,61
201,DXB,6/27/2018 8:30,JFK,C,Lunch,10,4,16,22,5,3,27,32,2,12,5,,1,,7,9,,,,1,,,5,1,,0,1,0,0,2018,6,2,26,27,2,1,Poultry,61
201,DXB,6/27/2018 8:30,JFK,C,Lunch,10,4,16,22,5,3,27,32,2,12,5,,1,,7,9,,,,1,,,5,1,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,61
201,DXB,6/28/2018 8:30,JFK,C,Lunch,12,4,10,28,8,3,26,33,3,29,3,,2,,,13,,,,,,,3,,,0,0,0,0,2018,6,2,26,28,3,1,Pasta or Vegetarian,61
201,DXB,6/28/2018 8:30,JFK,C,Lunch,12,4,10,28,8,3,26,33,3,29,3,,2,,,13,,,,,,,3,,,0,1,0,0,2018,6,2,26,28,3,1,Poultry,61
201,DXB,6/28/2018 8:30,JFK,C,Lunch,12,4,10,28,8,3,26,33,3,29,3,,2,,,13,,,,,,,3,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,61
202,JFK,6/21/2018 23:00,DXB,C,Lunch,26,,19,35,3,,31,54,6,15,6,,6,,6,38,,,,,,1,4,,,0,0,1,0,2018,6,2,25,21,3,1,Poultry,85
202,JFK,6/21/2018 23:00,DXB,C,Lunch,26,,19,35,3,,31,54,6,15,6,,6,,6,38,,,,,,1,4,,,0,1,0,0,2018,6,2,25,21,3,1,Red Meat,85
202,JFK,6/21/2018 23:00,DXB,C,Lunch,26,,19,35,3,,31,54,6,15,6,,6,,6,38,,,,,,1,4,,,1,0,0,0,2018,6,2,25,21,3,1,Seafood,85
202,JFK,6/22/2018 23:00,DXB,C,Lunch,22,3,7,52,7,5,31,61,1,30,6,1,6,,3,37,1,,,,,1,2,1,,0,0,1,0,2018,6,2,25,22,4,1,Poultry,97
202,JFK,6/22/2018 23:00,DXB,C,Lunch,22,3,7,52,7,5,31,61,1,30,6,1,6,,3,37,1,,,,,1,2,1,,0,1,0,0,2018,6,2,25,22,4,1,Red Meat,97
202,JFK,6/22/2018 23:00,DXB,C,Lunch,22,3,7,52,7,5,31,61,1,30,6,1,6,,3,37,1,,,,,1,2,1,,1,0,0,0,2018,6,2,25,22,4,1,Seafood,97
202,JFK,6/23/2018 23:00,DXB,C,Lunch,30,4,6,35,1,2,25,49,8,24,8,,3,,5,25,,,,,,1,,,,0,0,1,0,2018,6,2,25,23,5,1,Poultry,74
202,JFK,6/23/2018 23:00,DXB,C,Lunch,30,4,6,35,1,2,25,49,8,24,8,,3,,5,25,,,,,,1,,,,0,1,0,0,2018,6,2,25,23,5,1,Red Meat,74
202,JFK,6/23/2018 23:00,DXB,C,Lunch,30,4,6,35,1,2,25,49,8,24,8,,3,,5,25,,,,,,1,,,,1,0,0,0,2018,6,2,25,23,5,1,Seafood,74
202,JFK,6/24/2018 23:00,DXB,C,Lunch,21,4,4,46,5,3,26,51,1,30,5,,8,,6,26,2,,,,,,,,,0,0,1,0,2018,6,2,25,24,6,1,Poultry,79
202,JFK,6/24/2018 23:00,DXB,C,Lunch,21,4,4,46,5,3,26,51,1,30,5,,8,,6,26,2,,,,,,,,,0,1,0,0,2018,6,2,25,24,6,1,Red Meat,79
202,JFK,6/24/2018 23:00,DXB,C,Lunch,21,4,4,46,5,3,26,51,1,30,5,,8,,6,26,2,,,,,,,,,1,0,0,0,2018,6,2,25,24,6,1,Seafood,79
202,JFK,6/25/2018 23:00,DXB,C,Lunch,16,7,16,38,1,7,26,46,7,18,17,,6,1,2,25,,,,,,,,,,0,0,1,0,2018,6,2,26,25,0,1,Poultry,79
202,JFK,6/25/2018 23:00,DXB,C,Lunch,16,7,16,38,1,7,26,46,7,18,17,,6,1,2,25,,,,,,,,,,0,1,0,0,2018,6,2,26,25,0,1,Red Meat,79
202,JFK,6/25/2018 23:00,DXB,C,Lunch,16,7,16,38,1,7,26,46,7,18,17,,6,1,2,25,,,,,,,,,,1,0,0,0,2018,6,2,26,25,0,1,Seafood,79
202,JFK,6/26/2018 23:00,DXB,C,Lunch,8,7,9,37,5,7,23,37,4,11,5,,4,,,29,5,2,,,,,,,,0,0,1,0,2018,6,2,26,26,1,1,Poultry,67
202,JFK,6/26/2018 23:00,DXB,C,Lunch,8,7,9,37,5,7,23,37,4,11,5,,4,,,29,5,2,,,,,,,,0,1,0,0,2018,6,2,26,26,1,1,Red Meat,67
202,JFK,6/26/2018 23:00,DXB,C,Lunch,8,7,9,37,5,7,23,37,4,11,5,,4,,,29,5,2,,,,,,,,1,0,0,0,2018,6,2,26,26,1,1,Seafood,67
202,JFK,6/27/2018 23:00,DXB,C,Lunch,18,2,9,34,2,2,30,35,2,11,6,,6,,3,26,,,,,,,1,,,0,0,1,0,2018,6,2,26,27,2,1,Poultry,67
202,JFK,6/27/2018 23:00,DXB,C,Lunch,18,2,9,34,2,2,30,35,2,11,6,,6,,3,26,,,,,,,1,,,0,1,0,0,2018,6,2,26,27,2,1,Red Meat,67
202,JFK,6/27/2018 23:00,DXB,C,Lunch,18,2,9,34,2,2,30,35,2,11,6,,6,,3,26,,,,,,,1,,,1,0,0,0,2018,6,2,26,27,2,1,Seafood,67
307,PEK,6/21/2018 0:40,DXB,A,Dinner,12,4,6,31,1,4,17,33,6,2,1,30,9,3,,1,,,1,1,,,,,,0,0,0,1,2018,6,2,25,21,3,1,Poultry,54
307,PEK,6/21/2018 0:40,DXB,A,Dinner,12,4,6,31,1,4,17,33,6,2,1,30,9,3,,1,,,1,1,,,,,,0,1,0,0,2018,6,2,25,21,3,1,Red Meat,54
307,PEK,6/21/2018 0:40,DXB,A,Dinner,12,4,6,31,1,4,17,33,6,2,1,30,9,3,,1,,,1,1,,,,,,0,1,0,0,2018,6,2,25,21,3,1,Seafood,54
307,PEK,6/22/2018 0:40,DXB,A,Dinner,24,2,8,53,,2,8,81,11,2,1,42,13,8,6,,,,4,,,,,,,0,0,0,1,2018,6,2,25,22,4,1,Poultry,91
307,PEK,6/22/2018 0:40,DXB,A,Dinner,24,2,8,53,,2,8,81,11,2,1,42,13,8,6,,,,4,,,,,,,0,1,0,0,2018,6,2,25,22,4,1,Red Meat,91
307,PEK,6/22/2018 0:40,DXB,A,Dinner,24,2,8,53,,2,8,81,11,2,1,42,13,8,6,,,,4,,,,,,,0,1,0,0,2018,6,2,25,22,4,1,Seafood,91
307,PEK,6/23/2018 0:40,DXB,A,Dinner,22,4,8,52,,3,18,69,8,7,3,34,15,5,7,1,,,3,1,,1,1,,,0,0,0,1,2018,6,2,25,23,5,1,Poultry,89
307,PEK,6/23/2018 0:40,DXB,A,Dinner,22,4,8,52,,3,18,69,8,7,3,34,15,5,7,1,,,3,1,,1,1,,,0,1,0,0,2018,6,2,25,23,5,1,Red Meat,89
307,PEK,6/23/2018 0:40,DXB,A,Dinner,22,4,8,52,,3,18,69,8,7,3,34,15,5,7,1,,,3,1,,1,1,,,0,1,0,0,2018,6,2,25,23,5,1,Seafood,89
307,PEK,6/24/2018 0:40,DXB,A,Dinner,22,2,4,57,,2,17,75,8,4,,65,5,,,1,,,1,,,,1,,,0,0,0,1,2018,6,2,25,24,6,1,Poultry,94
307,PEK,6/24/2018 0:40,DXB,A,Dinner,22,2,4,57,,2,17,75,8,4,,65,5,,,1,,,1,,,,1,,,0,1,0,0,2018,6,2,25,24,6,1,Red Meat,94
307,PEK,6/24/2018 0:40,DXB,A,Dinner,22,2,4,57,,2,17,75,8,4,,65,5,,,1,,,1,,,,1,,,0,1,0,0,2018,6,2,25,24,6,1,Seafood,94
307,PEK,6/25/2018 0:40,DXB,A,Dinner,27,4,6,45,1,4,13,70,8,1,2,48,7,,12,1,,,1,,2,,1,,,0,0,0,1,2018,6,2,26,25,0,1,Poultry,87
307,PEK,6/25/2018 0:40,DXB,A,Dinner,27,4,6,45,1,4,13,70,8,1,2,48,7,,12,1,,,1,,2,,1,,,0,1,0,0,2018,6,2,26,25,0,1,Red Meat,87
307,PEK,6/25/2018 0:40,DXB,A,Dinner,27,4,6,45,1,4,13,70,8,1,2,48,7,,12,1,,,1,,2,,1,,,0,1,0,0,2018,6,2,26,25,0,1,Seafood,87
307,PEK,6/26/2018 0:40,DXB,A,Dinner,17,1,7,53,1,1,21,60,10,4,3,47,1,,5,,,,,,,8,1,,,0,0,0,1,2018,6,2,26,26,1,1,Poultry,82
307,PEK,6/26/2018 0:40,DXB,A,Dinner,17,1,7,53,1,1,21,60,10,4,3,47,1,,5,,,,,,,8,1,,,0,1,0,0,2018,6,2,26,26,1,1,Red Meat,82
307,PEK,6/26/2018 0:40,DXB,A,Dinner,17,1,7,53,1,1,21,60,10,4,3,47,1,,5,,,,,,,8,1,,,0,1,0,0,2018,6,2,26,26,1,1,Seafood,82
307,PEK,6/27/2018 0:40,DXB,A,Dinner,15,,4,24,,,12,36,8,7,1,16,5,,,,,,,,2,4,,,,0,0,0,1,2018,6,2,26,27,2,1,Poultry,48
307,PEK,6/27/2018 0:40,DXB,A,Dinner,15,,4,24,,,12,36,8,7,1,16,5,,,,,,,,2,4,,,,0,1,0,0,2018,6,2,26,27,2,1,Red Meat,48
307,PEK,6/27/2018 0:40,DXB,A,Dinner,15,,4,24,,,12,36,8,7,1,16,5,,,,,,,,2,4,,,,0,1,0,0,2018,6,2,26,27,2,1,Seafood,48
307,PEK,6/28/2018 0:40,DXB,A,Dinner,16,2,8,38,,2,16,50,10,1,3,21,9,5,4,,,,3,,,5,1,,,0,0,0,1,2018,6,2,26,28,3,1,Poultry,68
307,PEK,6/28/2018 0:40,DXB,A,Dinner,16,2,8,38,,2,16,50,10,1,3,21,9,5,4,,,,3,,,5,1,,,0,1,0,0,2018,6,2,26,28,3,1,Red Meat,68
307,PEK,6/28/2018 0:40,DXB,A,Dinner,16,2,8,38,,2,16,50,10,1,3,21,9,5,4,,,,3,,,5,1,,,0,1,0,0,2018,6,2,26,28,3,1,Seafood,68
307,PEK,6/29/2018 0:40,DXB,A,Dinner,16,,9,38,,,12,52,12,1,4,22,12,6,4,,,,2,,,,,,,0,0,0,1,2018,6,2,26,29,4,1,Poultry,64
307,PEK,6/29/2018 0:40,DXB,A,Dinner,16,,9,38,,,12,52,12,1,4,22,12,6,4,,,,2,,,,,,,0,1,0,0,2018,6,2,26,29,4,1,Red Meat,64
307,PEK,6/29/2018 0:40,DXB,A,Dinner,16,,9,38,,,12,52,12,1,4,22,12,6,4,,,,2,,,,,,,0,1,0,0,2018,6,2,26,29,4,1,Seafood,64
405,MEL,6/21/2018 18:00,SIN,A,Lunch,19,5,17,41,3,5,42,40,1,1,7,,10,1,,,,1,3,,,,59,,,0,1,0,0,2018,6,2,25,21,3,1,Poultry,87
405,MEL,6/21/2018 18:00,SIN,A,Lunch,19,5,17,41,3,5,42,40,1,1,7,,10,1,,,,1,3,,,,59,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,87
405,MEL,6/21/2018 18:00,SIN,A,Lunch,19,5,17,41,3,5,42,40,1,1,7,,10,1,,,,1,3,,,,59,,,0,1,0,0,2018,6,2,25,21,3,1,Seafood,87
405,MEL,6/22/2018 18:00,SIN,A,Lunch,12,7,19,33,9,7,34,39,,,6,,7,3,1,,,,,,,,63,,,0,1,0,0,2018,6,2,25,22,4,1,Poultry,80
405,MEL,6/22/2018 18:00,SIN,A,Lunch,12,7,19,33,9,7,34,39,,,6,,7,3,1,,,,,,,,63,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,80
405,MEL,6/22/2018 18:00,SIN,A,Lunch,12,7,19,33,9,7,34,39,,,6,,7,3,1,,,,,,,,63,,,0,1,0,0,2018,6,2,25,22,4,1,Seafood,80
405,MEL,6/23/2018 18:00,SIN,A,Lunch,9,11,16,36,7,10,33,37,,,8,,8,,,,,,,,,,63,,,0,1,0,0,2018,6,2,25,23,5,1,Poultry,79
405,MEL,6/23/2018 18:00,SIN,A,Lunch,9,11,16,36,7,10,33,37,,,8,,8,,,,,,,,,,63,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,79
405,MEL,6/23/2018 18:00,SIN,A,Lunch,9,11,16,36,7,10,33,37,,,8,,8,,,,,,,,,,63,,,0,1,0,0,2018,6,2,25,23,5,1,Seafood,79
405,MEL,6/24/2018 18:00,SIN,A,Lunch,15,5,15,40,7,4,32,53,,2,11,1,4,,1,,,2,,,,1,60,,,0,1,0,0,2018,6,2,25,24,6,1,Poultry,88
405,MEL,6/24/2018 18:00,SIN,A,Lunch,15,5,15,40,7,4,32,53,,2,11,1,4,,1,,,2,,,,1,60,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,88
405,MEL,6/24/2018 18:00,SIN,A,Lunch,15,5,15,40,7,4,32,53,,2,11,1,4,,1,,,2,,,,1,60,,,0,1,0,0,2018,6,2,25,24,6,1,Seafood,88
405,MEL,6/25/2018 18:00,SIN,A,Lunch,20,4,28,31,3,4,37,57,,2,8,,10,1,,,,,1,,,,64,,,0,1,0,0,2018,6,2,26,25,0,1,Poultry,98
405,MEL,6/25/2018 18:00,SIN,A,Lunch,20,4,28,31,3,4,37,57,,2,8,,10,1,,,,,1,,,,64,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,98
405,MEL,6/25/2018 18:00,SIN,A,Lunch,20,4,28,31,3,4,37,57,,2,8,,10,1,,,,,1,,,,64,,,0,1,0,0,2018,6,2,26,25,0,1,Seafood,98
405,MEL,6/26/2018 18:00,SIN,A,Lunch,5,2,12,23,2,6,28,30,,,4,,6,1,,,,,1,,,,27,,,0,1,0,0,2018,6,2,26,26,1,1,Poultry,64
405,MEL,6/26/2018 18:00,SIN,A,Lunch,5,2,12,23,2,6,28,30,,,4,,6,1,,,,,1,,,,27,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,64
405,MEL,6/26/2018 18:00,SIN,A,Lunch,5,2,12,23,2,6,28,30,,,4,,6,1,,,,,1,,,,27,,,0,1,0,0,2018,6,2,26,26,1,1,Seafood,64
405,MEL,6/27/2018 18:00,SIN,A,Lunch,1,1,17,19,1,1,22,32,,,1,,6,,,,1,,,,,,27,,,0,1,0,0,2018,6,2,26,27,2,1,Poultry,55
405,MEL,6/27/2018 18:00,SIN,A,Lunch,1,1,17,19,1,1,22,32,,,1,,6,,,,1,,,,,,27,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,55
405,MEL,6/27/2018 18:00,SIN,A,Lunch,1,1,17,19,1,1,22,32,,,1,,6,,,,1,,,,,,27,,,0,1,0,0,2018,6,2,26,27,2,1,Seafood,55
405,MEL,6/28/2018 18:00,SIN,A,Lunch,11,3,10,15,1,4,26,26,,,4,,9,1,,1,,,1,,,,20,,,0,1,0,0,2018,6,2,26,28,3,1,Poultry,55
405,MEL,6/28/2018 18:00,SIN,A,Lunch,11,3,10,15,1,4,26,26,,,4,,9,1,,1,,,1,,,,20,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,55
405,MEL,6/28/2018 18:00,SIN,A,Lunch,11,3,10,15,1,4,26,26,,,4,,9,1,,1,,,1,,,,20,,,0,1,0,0,2018,6,2,26,28,3,1,Seafood,55
406,DXB,6/21/2018 10:15,MEL,C,Lunch,14,1,33,29,,,32,46,2,1,1,,7,,1,1,,,,,,,64,,,0,1,0,0,2018,6,2,25,21,3,1,Poultry,78
406,DXB,6/21/2018 10:15,MEL,C,Lunch,14,1,33,29,,,32,46,2,1,1,,7,,1,1,,,,,,,64,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,78
406,DXB,6/21/2018 10:15,MEL,C,Lunch,14,1,33,29,,,32,46,2,1,1,,7,,1,1,,,,,,,64,,,0,1,0,0,2018,6,2,25,21,3,1,Seafood,78
406,DXB,6/22/2018 10:15,MEL,C,Lunch,15,3,18,47,1,,42,46,,,2,,3,,,3,,,1,,,,75,,,0,1,0,0,2018,6,2,25,22,4,1,Poultry,85
406,DXB,6/22/2018 10:15,MEL,C,Lunch,15,3,18,47,1,,42,46,,,2,,3,,,3,,,1,,,,75,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,85
406,DXB,6/22/2018 10:15,MEL,C,Lunch,15,3,18,47,1,,42,46,,,2,,3,,,3,,,1,,,,75,,,0,1,0,0,2018,6,2,25,22,4,1,Seafood,85
406,DXB,6/23/2018 10:15,MEL,C,Lunch,12,,28,44,,,35,51,,3,1,,11,3,,2,,,,,,,64,,,0,1,0,0,2018,6,2,25,23,5,1,Poultry,86
406,DXB,6/23/2018 10:15,MEL,C,Lunch,12,,28,44,,,35,51,,3,1,,11,3,,2,,,,,,,64,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,86
406,DXB,6/23/2018 10:15,MEL,C,Lunch,12,,28,44,,,35,51,,3,1,,11,3,,2,,,,,,,64,,,0,1,0,0,2018,6,2,25,23,5,1,Seafood,86
406,DXB,6/24/2018 10:15,MEL,C,Lunch,15,,28,44,,,32,57,1,,1,,11,,,,,,,,,,72,,,0,1,0,0,2018,6,2,25,24,6,1,Poultry,89
406,DXB,6/24/2018 10:15,MEL,C,Lunch,15,,28,44,,,32,57,1,,1,,11,,,,,,,,,,72,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,89
406,DXB,6/24/2018 10:15,MEL,C,Lunch,15,,28,44,,,32,57,1,,1,,11,,,,,,,,,,72,,,0,1,0,0,2018,6,2,25,24,6,1,Seafood,89
406,DXB,6/25/2018 10:15,MEL,C,Lunch,9,1,24,31,1,1,32,36,,,,,12,2,,,,,,,,,52,,,0,1,0,0,2018,6,2,26,25,0,1,Poultry,69
406,DXB,6/25/2018 10:15,MEL,C,Lunch,9,1,24,31,1,1,32,36,,,,,12,2,,,,,,,,,52,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,69
406,DXB,6/25/2018 10:15,MEL,C,Lunch,9,1,24,31,1,1,32,36,,,,,12,2,,,,,,,,,52,,,0,1,0,0,2018,6,2,26,25,0,1,Seafood,69
406,DXB,6/26/2018 10:15,MEL,C,Lunch,3,,33,22,,,32,28,,1,1,,2,2,,,,,,,,,50,,,0,1,0,0,2018,6,2,26,26,1,1,Poultry,60
406,DXB,6/26/2018 10:15,MEL,C,Lunch,3,,33,22,,,32,28,,1,1,,2,2,,,,,,,,,50,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,60
406,DXB,6/26/2018 10:15,MEL,C,Lunch,3,,33,22,,,32,28,,1,1,,2,2,,,,,,,,,50,,,0,1,0,0,2018,6,2,26,26,1,1,Seafood,60
406,DXB,6/27/2018 10:15,MEL,C,Lunch,8,,27,14,,,29,20,,,2,,4,,,,,,,,,,42,,,0,1,0,0,2018,6,2,26,27,2,1,Poultry,49
406,DXB,6/27/2018 10:15,MEL,C,Lunch,8,,27,14,,,29,20,,,2,,4,,,,,,,,,,42,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,49
406,DXB,6/27/2018 10:15,MEL,C,Lunch,8,,27,14,,,29,20,,,2,,4,,,,,,,,,,42,,,0,1,0,0,2018,6,2,26,27,2,1,Seafood,49
406,DXB,6/28/2018 10:15,MEL,C,Lunch,17,2,22,25,,,27,42,1,1,1,,6,1,1,,,,,,,,53,,,0,1,0,0,2018,6,2,26,28,3,1,Poultry,67
406,DXB,6/28/2018 10:15,MEL,C,Lunch,17,2,22,25,,,27,42,1,1,1,,6,1,1,,,,,,,,53,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,67
406,DXB,6/28/2018 10:15,MEL,C,Lunch,17,2,22,25,,,27,42,1,1,1,,6,1,1,,,,,,,,53,,,0,1,0,0,2018,6,2,26,28,3,1,Seafood,67
407,MEL,6/21/2018 21:25,DXB,A,Dinner,11,5,26,27,12,5,39,39,,1,,,9,1,4,1,,,1,,,,63,,,0,1,0,0,2018,6,2,25,21,3,1,Poultry,83
407,MEL,6/21/2018 21:25,DXB,A,Dinner,11,5,26,27,12,5,39,39,,1,,,9,1,4,1,,,1,,,,63,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,83
407,MEL,6/21/2018 21:25,DXB,A,Dinner,11,5,26,27,12,5,39,39,,1,,,9,1,4,1,,,1,,,,63,,,0,1,0,0,2018,6,2,25,21,3,1,Seafood,83
407,MEL,6/22/2018 21:25,DXB,A,Dinner,7,8,18,29,16,8,37,33,,1,1,,4,,,,,,,,,1,71,,,0,1,0,0,2018,6,2,25,22,4,1,Poultry,78
407,MEL,6/22/2018 21:25,DXB,A,Dinner,7,8,18,29,16,8,37,33,,1,1,,4,,,,,,,,,1,71,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,78
407,MEL,6/22/2018 21:25,DXB,A,Dinner,7,8,18,29,16,8,37,33,,1,1,,4,,,,,,,,,1,71,,,0,1,0,0,2018,6,2,25,22,4,1,Seafood,78
407,MEL,6/23/2018 21:25,DXB,A,Dinner,5,2,16,45,10,2,38,42,1,1,,,3,,1,,,,3,,,,69,,,0,1,0,0,2018,6,2,25,23,5,1,Poultry,82
407,MEL,6/23/2018 21:25,DXB,A,Dinner,5,2,16,45,10,2,38,42,1,1,,,3,,1,,,,3,,,,69,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,82
407,MEL,6/23/2018 21:25,DXB,A,Dinner,5,2,16,45,10,2,38,42,1,1,,,3,,1,,,,3,,,,69,,,0,1,0,0,2018,6,2,25,23,5,1,Seafood,82
407,MEL,6/24/2018 21:25,DXB,A,Dinner,17,3,20,38,6,3,39,42,,7,,,4,,,,,2,1,,,,70,,,0,1,0,0,2018,6,2,25,24,6,1,Poultry,84
407,MEL,6/24/2018 21:25,DXB,A,Dinner,17,3,20,38,6,3,39,42,,7,,,4,,,,,2,1,,,,70,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,84
407,MEL,6/24/2018 21:25,DXB,A,Dinner,17,3,20,38,6,3,39,42,,7,,,4,,,,,2,1,,,,70,,,0,1,0,0,2018,6,2,25,24,6,1,Seafood,84
407,MEL,6/25/2018 21:25,DXB,A,Dinner,15,1,22,32,,,36,35,,1,1,,4,1,3,1,,,1,,,,57,,,0,1,0,0,2018,6,2,26,25,0,1,Poultry,70
407,MEL,6/25/2018 21:25,DXB,A,Dinner,15,1,22,32,,,36,35,,1,1,,4,1,3,1,,,1,,,,57,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,70
407,MEL,6/25/2018 21:25,DXB,A,Dinner,15,1,22,32,,,36,35,,1,1,,4,1,3,1,,,1,,,,57,,,0,1,0,0,2018,6,2,26,25,0,1,Seafood,70
407,MEL,6/26/2018 21:25,DXB,A,Dinner,10,,20,16,1,1,30,35,,2,,,8,1,,,,,,,,,28,,,0,1,0,0,2018,6,2,26,26,1,1,Poultry,66
407,MEL,6/26/2018 21:25,DXB,A,Dinner,10,,20,16,1,1,30,35,,2,,,8,1,,,,,,,,,28,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,66
407,MEL,6/26/2018 21:25,DXB,A,Dinner,10,,20,16,1,1,30,35,,2,,,8,1,,,,,,,,,28,,,0,1,0,0,2018,6,2,26,26,1,1,Seafood,66
407,MEL,6/27/2018 21:25,DXB,A,Dinner,9,1,17,29,1,1,34,44,,,,,11,,,,,,,,,,43,,,0,1,0,0,2018,6,2,26,27,2,1,Poultry,79
407,MEL,6/27/2018 21:25,DXB,A,Dinner,9,1,17,29,1,1,34,44,,,,,11,,,,,,,,,,43,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,79
407,MEL,6/27/2018 21:25,DXB,A,Dinner,9,1,17,29,1,1,34,44,,,,,11,,,,,,,,,,43,,,0,1,0,0,2018,6,2,26,27,2,1,Seafood,79
407,MEL,6/28/2018 21:25,DXB,A,Dinner,8,4,16,23,2,4,30,41,,1,1,,8,1,,,,,1,,,,31,,,0,1,0,0,2018,6,2,26,28,3,1,Poultry,75
407,MEL,6/28/2018 21:25,DXB,A,Dinner,8,4,16,23,2,4,30,41,,1,1,,8,1,,,,,1,,,,31,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,75
407,MEL,6/28/2018 21:25,DXB,A,Dinner,8,4,16,23,2,4,30,41,,1,1,,8,1,,,,,1,,,,31,,,0,1,0,0,2018,6,2,26,28,3,1,Seafood,75
704,MRU,6/21/2018 21:50,DXB,C,Dinner,13,,6,45,1,,15,56,4,2,9,,31,4,3,,,1,2,,3,1,3,2,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,71
704,MRU,6/21/2018 21:50,DXB,C,Dinner,13,,6,45,1,,15,56,4,2,9,,31,4,3,,,1,2,,3,1,3,2,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,71
704,MRU,6/21/2018 21:50,DXB,C,Dinner,13,,6,45,1,,15,56,4,2,9,,31,4,3,,,1,2,,3,1,3,2,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,71
704,MRU,6/22/2018 21:50,DXB,C,Dinner,7,2,6,41,1,2,13,42,7,6,,,24,4,2,,1,,,5,7,1,,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,57
704,MRU,6/22/2018 21:50,DXB,C,Dinner,7,2,6,41,1,2,13,42,7,6,,,24,4,2,,1,,,5,7,1,,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,57
704,MRU,6/22/2018 21:50,DXB,C,Dinner,7,2,6,41,1,2,13,42,7,6,,,24,4,2,,1,,,5,7,1,,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,57
704,MRU,6/23/2018 21:50,DXB,C,Dinner,14,1,7,35,2,1,19,39,8,3,,,27,3,,2,,,,,10,5,,1,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,59
